num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
150,114,737,393,2000,60652036,137854,3743,560,48000000,1999,490,7.1,2.35,3000
172,137,79,194,27000,1206135,40568,27666,185,50000000,2015,254,6.4,2.35,18000
103,112,109,261,779,56607223,93367,1823,497,48000000,2001,629,6.4,2.35,0
140,120,34,1000,18000,50173190,148490,33615,537,48000000,2001,12000,7.4,2.35,0
125,123,446,821,20000,47095453,64595,22209,316,48000000,2001,1000,6.4,1.85,0
125,93,11000,484,3000,37879996,81888,5390,254,48000000,2000,575,6,2.35,0
36,123,0,886,12000,25900000,12771,18793,84,58000000,1984,5000,6.5,1.85,828
295,122,446,600,23000,53574088,237872,33548,560,55000000,2007,8000,7.8,2.35,0
222,115,118,482,14000,89253340,133436,16967,323,48000000,2014,794,6,2.35,38000
158,123,0,23,3000,37339525,71708,3768,307,48000000,1998,745,7,1.85,0
72,96,0,302,2000,60154431,122347,3718,345,47000000,1996,1000,6,2.35,0
34,110,375,59,113,528972,5639,371,55,,1998,102,7.8,,522
72,105,631,327,678,103738726,47819,2096,164,100000000,1990,631,6.1,1.85,2000
152,113,323,835,1000,69304264,73068,4660,419,48000000,1999,977,6.8,2.35,0
89,132,545,807,919,29781453,22447,4796,210,48000000,2001,811,6.4,1.85,0
145,93,270,535,13000,,172489,15192,376,14000000,1982,954,7.7,2.35,0
144,115,0,12,29,,54057,95,236,1000000,1972,29,8.1,2.35,0
93,75,0,677,4000,15519841,8693,6863,71,47000000,2006,769,4.5,1.85,261
46,108,350,77,8000,5600000,11913,8349,97,47000000,1996,115,5.8,1.85,616
84,105,29,692,8000,126805112,98199,12344,169,46000000,1997,1000,6.3,2.35,0
142,102,148,135,8000,93607673,47573,9176,343,48000000,2001,973,5.7,2.35,881
185,118,22000,319,14000,67263182,218771,15658,651,46000000,2002,509,7.2,2.35,0
143,111,906,906,1000,92001027,97838,6315,286,45000000,1996,1000,7.6,2.35,3000
178,81,39,364,13000,10539414,45729,14619,176,47000000,2010,541,4.7,2.35,0
65,116,380,826,18000,58918501,40126,33233,107,46000000,1996,13000,6.6,1.85,975
73,86,293,255,509,181395380,220392,2070,243,45000000,1997,418,6.8,1.85,0
72,127,65,345,788,14946229,2581,2104,29,25000000,2016,423,7.3,2.35,0
10,140,92,522,1000,,491,2704,16,48000000,1981,623,2.7,2.35,115
35,91,32,628,924,130512915,60884,3244,85,45000000,1994,664,4.8,1.33,0
358,98,118,558,14000,139852971,238671,16410,461,45000000,2012,935,6.3,2.35,63000
151,84,119,750,807,110000082,111526,3629,347,48000000,2003,780,5.5,1.85,0
140,109,80,213,545,106807667,137377,1574,370,45000000,2000,337,6.2,1.85,0
201,93,40,311,14000,101702060,85323,17925,212,45000000,2008,3000,5.8,1.85,0
77,113,0,995,11000,95149435,53687,15362,152,40000000,2004,1000,5.7,1.85,1000
43,141,79,956,18000,100768056,59569,30063,89,45000000,1993,8000,6.5,2.35,0
39,119,541,551,821,92115211,45798,4043,94,45000000,1994,577,6.7,2.35,1000
207,97,0,760,11000,93452056,184795,14868,310,45000000,2007,2000,7.4,1.85,22000
47,117,176,308,11000,83287363,81442,12757,137,45000000,1992,530,6.9,2.35,0
132,101,126,586,3000,82931301,43358,6292,228,60000000,2005,949,5.5,2.35,0
454,153,777,1000,20000,60962878,383591,37321,620,46000000,2013,15000,8.1,1.85,86000
109,122,845,854,18000,76261036,305929,22370,633,45000000,2001,881,7.7,2.35,0
213,102,23,436,25000,71423726,123558,26998,609,45000000,1999,724,7.3,2.35,19000
127,83,322,179,1000,71277420,119590,1645,548,45000000,2001,422,5.2,1.85,0
398,103,33,84,970,88625922,75176,1336,252,45000000,2011,91,7.1,1.85,26000
184,110,45,595,886,70001065,191437,3174,582,45000000,1998,650,7.1,2.35,0
127,136,49,730,17000,67253092,92702,20299,209,30000000,2005,807,7.2,2.35,0
167,91,50,67,521,66790248,57281,758,350,45000000,2002,108,6.5,2.35,0
119,89,49,514,2000,65557989,73539,3717,271,45000000,1997,902,4.6,2.35,0
155,107,18,560,811,60786269,90539,3106,379,45000000,2000,625,5.6,2.35,0
218,129,628,548,14000,59365105,318634,28886,1004,45000000,2003,14000,7.7,2.35,52000
117,95,487,1000,18000,162792677,211226,24205,317,120000000,1998,1000,7.2,2.35,0
208,122,117,140,40000,31598308,124765,41636,541,35000000,2001,1000,6.8,2.35,0
38,110,49,20,13000,57362581,50148,13331,116,45000000,1994,279,5.4,1.85,0
48,135,41,808,982,53854588,37911,3648,73,45000000,1996,843,6.3,2.35,1000
8,111,5,559,6000,,5888,7493,61,2500000,1968,584,7.2,1.85,0
94,95,58,3000,14000,52580895,30255,27351,118,45000000,2005,8000,5.6,2.35,743
276,109,37,651,11000,51019112,155745,14073,1053,50000000,2005,2000,6.8,2.35,10000
59,93,38,631,1000,48114556,9380,4604,91,26000000,2004,641,4.3,2.35,531
216,94,85,443,14000,50648679,149549,16225,348,45000000,2007,706,6.3,2.35,0
173,117,153,734,35000,46280507,87165,49743,184,40000000,2014,11000,6.5,1.85,12000
99,112,61,501,1000,38360195,21215,3757,116,45000000,2006,976,6.4,2.35,0
42,111,161,132,11000,46815748,32544,12161,69,45000000,1994,894,6.3,2.35,0
25,96,0,563,1000,35617599,20688,2965,47,45000000,1995,845,5.9,1.85,0
339,141,0,404,749,47307550,104301,1948,269,45000000,2012,463,6.5,2.35,28000
127,94,160,167,550,32003620,79141,1102,355,25000000,2004,216,6.5,2.35,2000
122,87,29,252,427,27972410,114692,1461,285,35000000,2003,304,6.1,1.85,2000
105,88,8,8000,12000,28133159,30055,33822,70,50000000,2006,11000,5.9,1.85,593
144,177,0,202,913,27400000,97087,2449,569,40000000,1984,362,6.6,2.35,11000
156,133,278,107,5000,24343673,91860,5405,524,45000000,2007,117,7.4,2.35,14000
323,119,0,10000,29000,22877808,152591,53895,414,35000000,2008,14000,7.3,2.35,0
199,102,503,795,13000,36883539,112769,15053,305,52000000,2006,929,6.6,2.35,0
164,101,326,510,14000,22531698,81523,15990,214,70000000,2008,844,5.6,2.35,0
39,91,29,322,2000,20400913,15455,3855,80,45000000,1996,461,5.3,1.85,451
43,117,11000,451,905,20101861,24757,2348,81,45000000,1996,484,6,2.35,0
82,86,13,553,1000,25200412,16580,3423,55,45000000,2009,701,5.4,1.85,916
150,124,0,19,723,19719930,42621,793,531,45000000,2001,44,6.8,2.35,0
168,134,38,2000,11000,19377727,35140,24351,409,45000000,2005,8000,6.4,2.35,0
432,95,38,20,409,13401683,203461,578,588,35000000,2012,107,7.1,2.35,46000
60,100,23,579,1000,17300889,27648,3855,148,45000000,1996,642,4.9,2.35,0
85,220,0,820,13000,15527125,11388,15006,183,57000000,2000,861,5.8,2.35,652
83,212,0,805,12000,13560960,23996,21130,161,50000000,1995,5000,7.1,2.35,915
343,128,2000,501,854,15523168,132423,2507,349,45000000,2010,766,7.2,2.35,15000
106,106,208,855,3000,11146409,26551,6558,273,45000000,1998,1000,6,2.35,0
158,160,0,826,23000,7916887,15697,26982,182,45000000,2008,1000,6,2.35,0
189,114,611,10,879,6565495,36455,949,229,45000000,2006,52,7,2.35,0
125,99,15,61,12000,15279680,48245,12166,154,40000000,2008,68,5.4,1.85,0
87,74,188,865,11000,7262288,17307,13917,186,40000000,2002,1000,6.5,1.85,892
115,139,179,50,267,4584886,19114,538,115,45000000,2007,202,6.4,2.35,0
23,52,,114,164,,15762,654,47,,,116,8.3,16,17000
24,103,170,269,849,2154540,3803,2457,41,45000000,1997,623,4.9,2.35,68
152,101,32,104,219,8129455,89568,661,142,45000000,2011,141,6.3,2.35,17000
12,91,11,500,719,,4377,3090,66,65000000,2012,611,1.7,,0
656,130,0,650,1000,136019448,452465,3133,695,44500000,2012,660,7.7,2.35,89000
119,130,99,812,11000,183875760,213668,13357,270,44000000,1993,1000,7.8,1.85,0
161,110,72,789,18000,67061228,96565,21554,135,40000000,2010,1000,5.5,2.35,0
73,147,272,893,22000,53300852,154487,37076,259,44000000,1996,11000,7.5,2.35,0
96,96,170,668,13000,150415432,117606,15662,217,44000000,1985,738,6.4,2.35,0
28,118,13,643,23000,44834712,13995,26907,62,44000000,1996,2000,5.6,2.35,353
105,88,3,40,1000,84300000,90360,1178,147,2600000,1940,48,7.5,1.37,0
102,325,517,678,12000,1500000,9830,14255,189,44000000,1980,849,6.8,2.35,1000
206,102,235,520,956,62318875,156225,2998,502,50000000,2006,845,6.8,2.35,0
159,110,118,287,11000,5773519,28618,12876,91,40000000,2015,1000,6,2.35,11000
137,136,835,225,670,51768623,73006,1801,297,43000000,2000,370,7.3,2.35,0
116,103,84,664,12000,37035515,34597,23864,194,43000000,2000,10000,6,1.37,0
177,103,255,5000,11000,24520892,85198,22383,303,45000000,2005,5000,7,2.35,0
99,90,16,16,44,24430272,46158,132,403,43000000,2002,28,5.1,1.85,0
56,154,521,957,10000,158348400,88844,14244,142,42000000,1993,1000,6.8,1.85,0
117,99,23,135,405,31136950,47364,1066,75,44000000,2010,268,6.5,2.35,0
252,93,165,350,26000,29113588,117999,27834,181,40000000,2011,956,6.6,2.35,16000
375,109,97,839,17000,138447667,408302,19968,345,42000000,2012,971,7.2,2.35,39000
150,124,50,427,8000,116006080,203269,9255,602,42000000,1999,437,7,2.35,11000
187,84,91,206,579,106793915,140499,1817,358,45000000,2000,530,7,1.85,0
108,90,29,650,22000,87856565,106909,24534,268,42000000,2004,923,5.9,1.85,0
21,117,71,547,723,70100000,20183,3841,41,40000000,1992,558,5.4,1.85,0
270,123,176,749,975,159578352,133177,4825,380,43000000,2013,815,6.6,2.35,24000
72,251,311,595,940,57750000,21554,2957,192,31115000,1963,726,7,2.2,0
154,105,153,491,4000,45290318,74169,6727,112,42000000,2012,828,6.5,1.85,17000
114,115,73,505,11000,41543207,30077,15571,175,42000000,2002,3000,6.3,2.35,893
27,122,0,292,12000,41252428,11453,13716,71,42000000,1996,592,6.5,1.85,0
166,119,89,395,650,35228696,63677,1651,460,32000000,2002,537,6.5,2.35,0
288,81,119,412,468,59992760,119622,2134,396,42000000,2009,442,5.8,1.85,0
117,133,46,275,683,34667015,74009,2371,317,32000000,1989,349,6.6,2.35,0
291,100,308,913,10000,37652565,91151,15369,283,42000000,2011,2000,5.4,2.35,20000
151,120,17,808,22000,24375436,42547,33585,265,42000000,2001,9000,6.1,2.35,748
36,104,5,687,5000,20915465,38203,7723,290,42000000,1993,922,4,1.85,0
168,122,487,16,12000,24127895,248123,12076,437,50000000,2005,43,7.6,2.35,10000
283,80,611,576,5000,84961,149414,6229,841,31000000,2002,643,7.9,2.35,0
127,91,30,497,922,26404753,34203,3301,169,40000000,2012,786,5.3,2.35,19000
293,112,133,365,11000,6105175,247020,12239,835,44000000,2014,392,6.6,2.35,50000
95,100,19,433,624,5664251,22309,2056,102,45000000,2010,489,6.3,2.35,0
4,30,,253,870,,1558,1610,18,,,284,7.5,4,455
213,105,0,52,1000,1260917,24657,1342,71,27000000,2009,172,7.2,2.35,0
119,110,161,196,1000,116724075,187181,1954,564,41000000,2002,418,7,2.35,0
9,101,326,6,326,,590,488,5,,2015,152,4.9,,161
167,144,241,996,13000,56083966,137003,18761,658,65000000,2001,3000,6.9,2.35,0
98,108,4,96,687,22108977,29861,1134,132,41000000,2003,312,5.2,2.35,505
234,107,0,766,13000,293501675,704766,17540,2073,40000000,1999,3000,8.1,1.85,14000
258,102,20,54,107,18600911,125198,362,153,42000000,2012,81,6.6,2.35,11000
108,100,64,296,734,7204138,34809,2085,125,41000000,2011,574,6.2,2.35,11000
81,126,80,225,668,90800000,126907,2004,235,8000000,1984,641,7.2,1.85,0
538,138,737,14000,34000,150117807,358416,83012,751,40000000,2013,23000,7.3,2.35,63000
224,108,98,723,16000,163947053,227824,18656,273,40000000,2009,896,6.7,2.35,10000
129,105,78,298,984,116735231,56646,2129,336,70000000,1999,489,6.4,2.35,0
125,108,0,690,1000,118500000,340085,3660,327,40000000,1989,869,7.8,1.85,12000
433,89,0,903,19000,126546825,327367,32325,918,40000000,2014,11000,6.4,2.35,83000
362,129,456,716,1000,166147885,220020,4585,1360,40000000,2015,935,4.1,2.35,101000
93,84,0,2000,13000,111760631,40227,22935,188,38000000,2003,4000,4.1,1.85,681
71,149,541,1000,18000,108706165,99558,31349,236,40000000,1996,11000,7.4,2.35,0
104,94,189,597,3000,138614544,75152,7014,288,40000000,2003,2000,5.8,1.85,0
319,121,532,127,480,125069696,203963,1261,420,40000000,2013,449,7.6,2.35,58000
41,128,545,251,15000,107458785,71754,16751,166,40000000,1992,923,7.2,2.35,0
300,134,0,336,1000,102310175,64989,2676,279,40000000,2016,575,7.8,2.35,40000
556,120,21000,81,10000,96917897,479453,10555,696,40000000,2010,349,7.7,2.35,74000
161,129,42,49,97,93952276,132048,318,203,40000000,2009,50,6.4,2.35,12000
151,89,119,807,2000,90703745,93748,5855,410,45000000,2006,869,5.1,1.85,1000
212,116,0,71,287,89138076,98535,600,734,40000000,2000,157,5.5,2.35,0
111,118,0,690,1000,87666629,283480,3986,263,40000000,1990,869,7.4,1.37,0
173,107,164,723,8000,90353764,85629,12556,144,40000000,2015,2000,6,1.85,14000
181,155,0,10000,18000,82522790,143835,42220,654,40000000,1992,12000,7.5,1.85,14000
252,123,0,923,11000,94125426,79264,13321,277,40000000,2009,935,7,1.85,13000
216,128,241,898,11000,95001343,66511,16911,200,40000000,2013,3000,7.5,2.35,28000
203,139,333,1000,22000,81292135,137891,36810,696,40000000,1999,13000,7.3,1.85,0
218,109,101,839,13000,86208010,97045,16179,285,35000000,2014,899,5.7,1.85,55000
118,120,155,249,23000,81593527,48806,24300,263,40000000,2006,984,7.3,2.35,11000
241,121,278,808,22000,75274748,130661,36010,304,35000000,2015,11000,7.2,1.85,54000
119,102,167,655,2000,90835030,28621,5178,58,40000000,2016,874,5.9,2.35,0
89,117,0,322,855,72455275,113068,2144,382,40000000,1992,363,7.8,2.35,0
209,178,138,748,904,75305995,110394,5074,433,40000000,2004,876,7.7,1.85,0
374,147,436,175,3000,74098862,656640,3924,1732,40000000,2005,472,8.1,1.85,13000
235,90,38,882,2000,72266306,127528,6775,422,40000000,2008,897,6.6,2.35,0
215,105,29,257,24000,71347010,166194,28928,215,40000000,2009,4000,7.1,1.85,0
109,114,101,398,700,70836296,109445,2842,426,40000000,2001,655,5.9,1.85,0
125,206,0,4,433,70405498,113472,698,442,40000000,1991,256,8,2.35,0
65,99,14,633,17000,70163652,31968,19334,82,40000000,2006,826,4.6,1.85,663
125,123,563,8000,24000,66808615,87351,43917,344,34000000,2001,11000,6.1,2.35,2000
322,137,11000,465,769,115603980,103589,2938,351,65000000,2014,698,7.2,2.35,35000
191,102,23,651,2000,64149837,146899,7009,185,20000000,2009,2000,6.4,2.35,0
191,109,415,119,982,83906114,104481,2357,189,40000000,2014,971,6,2.35,16000
221,82,160,748,164000,66466372,75345,303717,290,40000000,2009,137000,5.2,2.35,0
459,142,14000,423,15000,72306065,178118,16944,355,40000000,2015,535,7.6,2.35,55000
131,106,212,389,578,59068786,86902,2544,411,40000000,2001,563,6.4,2.35,0
222,114,89,177,836,60923325,147317,2091,197,,2010,719,6.4,1.85,12000
118,106,23,418,1000,57887882,35508,2325,211,50000000,2004,593,6.1,1.85,0
100,108,287,823,4000,53955614,77415,8610,139,40000000,1998,835,6.1,2.35,0
70,98,20,968,2000,54967359,52805,7039,209,40000000,1997,2000,5.2,1.85,0
138,131,58,720,15000,54228104,104991,17152,544,35000000,2002,1000,7.7,1.85,0
274,118,65,638,11000,57981889,173848,13943,203,40000000,2011,980,7.3,2.35,25000
349,113,174,767,14000,61094903,210542,17152,332,30000000,2011,903,6.9,2.35,29000
341,130,22000,19000,23000,53082743,844052,63986,1100,40000000,2006,20000,8.5,2.35,49000
196,116,51,465,18000,54414716,114294,30571,187,42000000,2014,11000,6.3,2.35,12000
83,89,7,91,3000,57011847,20615,3361,44,40000000,2013,190,5.9,2.35,0
283,139,0,19,708,50859889,236000,848,1043,40000000,2006,78,7.8,1.85,14000
105,130,46,162,387,51185897,69457,1233,271,30000000,1987,244,6.7,2.35,0
351,107,190,520,2000,52000688,171418,4243,619,40000000,2010,1000,6.4,2.35,17000
16,116,425,204,954,49851591,7900,2179,34,40000000,1986,568,5.9,2.35,263
195,96,192,501,40000,47781388,147504,41293,531,40000000,2004,534,6.6,2.35,0
175,99,18,211,18000,52320979,114321,18693,548,40000000,2006,426,6.8,2.35,0
193,104,34,280,545,47806295,87447,1274,371,43000000,2005,351,6.5,2.35,0
169,105,54,988,3000,51853450,37398,9069,110,25000000,2012,2000,6.6,1.85,11000
128,101,10,681,1000,46012734,54421,4298,101,40000000,2008,689,5.8,2.35,3000
249,134,16000,235,880,47034272,25465,2281,190,40000000,2014,413,6.9,2.35,16000
91,135,0,913,13000,45856732,46221,16762,141,40000000,1997,936,7.1,2.35,0
207,98,326,416,21000,59588068,89557,22318,376,40000000,2003,534,5.8,1.85,0
77,155,14000,11000,12000,44175394,56509,37570,227,36000000,1997,11000,7.2,1.85,0
25,106,323,0,472,45500797,17443,519,56,40000000,1992,47,6,2.35,694
211,102,25,473,1000,41797066,92789,4324,998,40000000,2007,741,4.7,2.35,0
19,95,80,287,3000,38087756,49612,4634,39,40000000,1994,450,5.2,1.85,0
101,103,643,586,24000,37752931,20201,26938,180,40000000,2000,1000,5.5,1.85,0
175,95,30,664,799,50562555,81334,2787,291,,2007,690,6.5,1.85,0
342,109,99,57,176,37371385,192462,390,334,40000000,2011,61,7,2.35,42000
147,95,98,78,405,37101011,30394,1070,103,40000000,2012,358,5.8,2.35,0
420,111,0,687,2000,38176892,104119,4486,518,40000000,2011,741,6.2,2.35,26000
138,123,541,173,12000,36283504,104564,12970,587,40000000,1999,638,6.5,2.35,0
82,140,0,552,720,35183792,68159,3044,209,38000000,1991,576,7.2,2.35,0
201,94,52,214,683,38543473,84382,1488,158,40000000,2014,392,5.1,1.85,0
82,94,0,235,374,36037909,10132,1238,130,60000000,2000,258,4.7,1.85,390
277,92,77,495,703,42575718,83788,3074,227,40000000,2011,682,5.9,2.35,20000
90,102,6,584,711,33864342,29968,2913,117,40000000,1999,683,5.8,1.85,445
157,123,75,754,18000,33508922,95860,23920,660,40000000,2000,3000,7.2,1.85,16000
124,104,101,223,787,42071069,36223,1827,208,30000000,2005,299,6.2,2.35,0
3,30,,12,51,,8495,108,43,,,21,7.4,1.33,301
146,102,65,490,1000,32853640,50199,3239,101,40000000,2008,613,5.7,2.35,702
303,136,3000,3000,14000,42615685,136093,28927,416,40000000,2014,9000,6.1,2.35,24000
70,93,85,510,924,32055248,18723,2711,146,25000000,1994,595,6,1.85,0
283,129,335,64,15000,31836745,81298,15595,341,40000000,2011,467,6.9,2.35,39000
212,107,50,58,293,30993544,58871,621,156,40000000,2010,117,6.5,2.35,0
98,117,260,441,1000,30981850,35834,3969,284,40000000,2005,1000,5,2.35,0
110,116,18,249,2000,30199105,25346,3753,167,40000000,2000,1000,5.7,2.35,470
146,135,0,715,3000,29077547,41685,5917,754,40000000,2005,1000,7,2.35,3000
100,107,55,294,3000,29374178,12093,4565,188,40000000,2000,941,5.1,2.35,394
62,90,39,210,607,28535768,10446,1335,105,40000000,1999,322,5.3,1.85,279
70,99,287,44,10000,27663982,26051,10469,164,40000000,1996,368,4.4,2.35,0
107,104,0,327,964,27053815,12856,2888,291,40000000,2001,931,4.7,2.35,299
169,115,56,19000,20000,26814957,84357,77823,252,35000000,2008,19000,6.7,1.85,0
94,119,7,903,18000,25178165,70292,29484,274,40000000,2001,9000,6.7,1.85,8000
190,99,81,135,327,25117498,37412,960,178,40000000,2007,253,5.7,2.35,0
112,112,17000,354,22000,32645,67797,23737,223,500000,1973,926,7.4,1.85,0
12,128,545,353,783,24332324,13830,3126,61,40000000,1994,754,6.1,1.85,680
201,112,118,674,877,36665854,76498,3432,203,40000000,2011,738,6.4,2.35,15000
34,86,7,795,10000,22717758,11156,14275,67,40000000,1998,908,6.2,1.85,0
104,108,105,616,22000,22433915,21319,34377,166,60000000,2002,11000,6.2,2.35,416
55,128,34,685,978,22326247,11232,3821,106,60000000,1999,886,5.9,1.85,0
86,84,33,1000,1000,21176322,23747,5039,207,40000000,2004,1000,4,2.35,0
50,111,17,889,14000,20300000,16741,17877,60,40000000,1996,940,6.2,1.85,309
181,131,719,683,16000,20302961,49874,18913,450,45000000,1995,893,4.6,2.35,0
260,123,0,826,4000,15962471,79892,7243,619,40000000,2006,887,6.4,1.85,0
40,101,58,497,12000,14942422,14226,14008,60,40000000,1995,975,5.9,1.85,555
102,102,19,351,13000,14967182,27305,14463,284,40000000,2000,530,5.1,2.35,604
371,114,171,284,6000,18996755,145270,7099,322,45000000,2012,382,7.6,2.35,54000
49,107,124,572,636,14375181,8692,3374,126,51000000,1987,631,4.2,1.85,754
335,87,0,563,13000,20999103,139114,24770,245,40000000,2009,11000,7.8,1.85,15000
86,103,65,311,11000,14448589,19364,12566,128,40000000,2002,944,5.8,2.35,835
40,99,0,402,782,14358033,17365,2125,66,40000000,1992,658,5.9,2.35,630
242,122,0,54,326,33201661,534262,809,1314,77000000,2001,326,8.4,2.35,39000
70,91,29,762,976,14018364,17722,3974,111,30000000,2004,799,4.8,1.85,849
135,103,14,624,865,13395939,43442,3639,146,60000000,2004,826,6.2,1.85,0
125,107,42,171,875,20113965,15231,1702,66,40000000,2012,596,6.5,2.35,0
54,106,22,613,2000,13376506,10413,4327,111,40000000,1999,642,6.3,1.85,579
104,101,37,595,2000,13208023,17309,4262,388,42000000,2002,886,3.3,2.35,612
157,109,80,835,14000,13838130,35990,20503,157,40000000,2009,4000,5.9,2.35,0
159,110,118,287,11000,5773519,28618,12876,91,40000000,2015,1000,6,2.35,11000
78,89,0,500,1000,9652000,46205,3096,147,40000000,2003,627,5.8,1.85,0
88,100,92,706,1000,12081447,7794,4103,25,,2008,760,6.5,2.35,866
32,119,5,249,521,7000000,2933,1883,70,36000000,1980,372,4.7,2.35,328
75,83,7,485,2000,10431220,24216,4024,162,24000000,1999,577,4.1,1.85,401
219,108,22,61,12000,10326062,121432,14127,310,33000000,2009,2000,6.8,2.35,10000
83,102,39,259,1000,6114237,19986,2664,207,40000000,2001,1000,6.2,1.85,892
53,93,18,443,3000,4835968,4821,4123,82,40000000,2002,545,4.5,2.35,158
61,84,8,219,545,4777007,15130,1149,98,40000000,2001,248,5.8,2.35,565
308,107,0,167,11000,3675072,190132,11623,801,26000000,2007,372,7.3,2.35,15000
70,91,48,39,61,18438149,30842,222,93,40000000,2012,46,5.9,2.35,0
41,94,0,379,795,511920,2458,2449,26,40000000,2008,754,4.4,1.85,211
224,115,180,87,1000,10640645,28429,1686,110,40000000,2015,535,5.8,2.35,0
66,93,13,173,15000,652526,20201,15638,187,40000000,2006,460,5.1,2.35,823
253,105,154,502,884,80050171,186982,2288,491,20000000,2007,617,6.9,1.85,0
79,107,34,472,11000,7564000,54650,13821,223,20000000,1995,922,6.2,2.35,12000
94,101,47,2,499,876671,22010,504,90,25000000,2007,3,6.9,2.35,0
77,111,0,385,1000,2869369,65474,2612,211,30000000,1994,970,7.3,1.85,0
106,113,31,483,5000,128978,22897,6267,61,40000000,2007,755,7.1,2.35,0
30,112,44,533,1000,77231,3322,2115,32,25000000,2005,580,6,2.35,265
488,126,584,398,11000,4563029,181472,12286,514,39200000,2013,557,7,1.85,58000
63,90,10,541,1000,,15790,3243,40,25000000,2011,559,6.8,1.85,0
42,93,23,596,2000,463730,3789,5240,39,,2004,894,5.7,1.85,89
118,98,295,380,720,50693162,136580,2630,545,23000000,1994,581,7.6,1.85,15000
44,159,50,72,218,6498000,62756,554,410,18026148,2015,133,8.4,1.85,21000
214,107,124,100,152,63411478,114925,568,234,39000000,2009,142,7.1,2.35,13000
110,102,36,433,747,42640890,32412,1930,184,,2007,452,5.6,1.85,0
187,106,357,4000,23000,144512310,272227,45327,988,38000000,2001,14000,6.7,2.35,14000
370,87,13000,787,940,35287788,73886,4774,165,39000000,2012,925,7,1.85,25000
276,119,0,279,2000,25335935,242599,2853,1594,40000000,2005,505,8,2.35,14000
76,110,534,511,865,5881504,5917,2972,50,39000000,2004,534,5.3,2.35,177
95,125,44,420,593,60000000,49934,2329,224,39000000,1983,542,4.9,2.35,0
211,113,88,785,22000,29802761,46480,36009,115,40000000,2013,13000,6.4,1.85,12000
160,150,610,478,755,626809,36894,2172,105,553632000,2008,643,7.4,2.35,0
97,108,72,559,982,127214072,83786,4251,392,38000000,2002,935,6.1,2.35,0
174,96,126,954,18000,88915214,163665,22436,169,38000000,2009,957,6.5,2.35,9000
23,93,36,275,592,30400000,17810,2176,73,39000000,1996,516,5.7,2.35,478
103,100,0,1000,12000,85570368,44885,18291,107,38000000,2002,2000,5.1,1.85,478
98,118,18,906,1000,75668868,60504,6427,249,35000000,1994,946,6.6,2.35,0
273,122,0,7,643,6594136,24557,943,111,38600000,2013,290,6.5,2.35,13000
279,120,508,1000,21000,58700247,95367,36062,260,38000000,2011,11000,6.9,2.35,33000
22,60,,501,23000,,38383,25160,86,,,967,7.8,1.33,0
4,88,0,46,76,,2169,196,18,40000000,2014,47,6.4,,0
65,146,278,494,18000,50668906,76016,20516,265,38000000,1999,584,7.6,1.85,0
98,115,150,789,970,39177215,30667,3770,234,38000000,2002,919,5.6,2.35,0
116,123,7,692,931,40334024,44168,2912,216,35000000,2001,754,6.2,2.35,989
76,94,99,377,598,71038190,23473,3552,123,30000000,2015,557,4.4,1.85,8000
106,102,43,280,308,24044532,19686,1440,180,38000000,2001,285,5.6,1.85,689
55,98,11,466,854,22770864,8433,2765,85,38000000,2001,543,5.5,1.85,168
172,133,2000,541,40000,18653746,137722,42344,638,38000000,1999,903,6.7,2.35,0
47,118,150,182,24000,17305211,14066,24547,75,38000000,1996,210,6.1,2.35,352
107,105,65,108,628,16991902,34592,1265,191,57000000,2001,316,6.2,2.35,0
323,109,304,736,940,47536959,86955,3277,275,10000000,2009,906,7.3,1.85,12000
37,129,0,982,12000,10300000,17859,16237,89,38000000,1996,1000,6.6,2.35,911
297,109,0,145,957,13782838,258078,1757,911,15000000,1982,163,8.2,2.35,23000
302,127,123,904,14000,41997790,125305,17551,343,38000000,2013,924,6.4,2.35,39000
38,118,11,12,37,6482195,9740,74,81,37000000,1997,12,6.4,2.35,389
31,110,49,427,1000,623374,4757,2120,67,38000000,2001,569,5.2,2.35,474
118,90,27,260,13000,7871693,52908,15494,102,55000000,2008,2000,6.5,2.35,0
546,144,0,15,378,16377274,105144,427,405,32000000,2012,18,7.1,1.85,27000
21,97,2,217,4000,,6691,4900,28,38000000,2007,476,4.8,1.85,366
86,130,39,534,2000,9589875,16673,5162,45,40000000,2008,898,7.3,2.35,0
194,112,5,724,17000,34912982,55617,19974,266,38000000,2016,1000,5.2,2.35,14000
437,133,0,531,13000,109712885,146708,15106,362,35000000,2015,597,7.7,2.35,70000
378,150,0,206,10000,92173235,280228,14296,420,37000000,2010,4000,7.6,2.35,29000
170,110,52,651,10000,41102171,57266,13396,89,40000000,2012,2000,5.7,2.35,14000
341,96,1000,681,24000,60338891,248468,36093,545,37000000,2008,11000,7,1.85,0
139,96,3,35,18000,48006503,28109,18178,110,37000000,2008,82,6,2.35,0
393,123,2000,471,26000,26903709,312629,37206,475,38000000,2013,10000,8.1,2.35,83000
224,188,0,272,786,22450975,241030,1906,1437,37000000,1999,625,8,2.35,13000
203,107,0,574,13000,44867349,75347,14483,176,37000000,2010,642,5.6,2.35,0
148,110,11,591,2000,46813366,39440,4882,83,38000000,2016,756,6.1,2.35,15000
